dataset,model_type,loss_type,latent_dim,K,n_cells,n_cells_eval,eval_split,n_genes,seed,batch_key,label_key,label_source,external_metrics_enabled,external_metrics_note,data_mode,requested_data_mode,effective_data_mode,backed_fallback_reason,git_commit,fit_formula_name,fit_score_r2,fit_rmse,elbo,silhouette_sampled,silhouette_n_used,silhouette_n_total,centrality_mode,centrality_n_used,centrality_n_total,error,error_type,best_val_loss,total_epochs,peak_cpu_mem_mb,peak_gpu_mem_mb,ari,ami,silhouette,silhouette_kmeans,silhouette_true_labels,reconstruction_loss,centrality_variance,status,runtime_seconds
splatter_k04,ae,nb,2,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5200.91748046875,80,2.1992502212524414,56.2783203125,0.5411469713163519,0.6338435879723433,0.37740498781204224,0.37740498781204224,0.39508169889450073,2.614160919189453,0.0019406710298539118,success,40.971431016922
splatter_k04,ae,nb,2,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5219.918815104166,80,2.173738479614258,56.2783203125,0.31044544741834346,0.4217835471166506,0.38731738924980164,0.38731738924980164,0.2501647174358368,2.6057546297709147,0.0017602167742079636,success,10.62746524810791
splatter_k04,ae,nb,4,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5189.840006510417,80,2.118154525756836,56.283203125,1.0,1.0,0.544799268245697,0.544799268245697,0.544799268245697,2.608517869313558,,success,10.45403504371643
splatter_k04,ae,nb,4,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5206.771158854167,80,2.1093149185180664,56.283203125,0.8357284605765465,0.8397924673739865,0.4625607132911682,0.4625607132911682,0.4841376543045044,2.5991485913594565,,success,10.615774393081665
splatter_k04,ae,nb,8,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5191.159635416667,80,2.091581344604492,56.29296875,0.5472575633421011,0.6355433867964784,0.38382089138031006,0.38382089138031006,0.45290079712867737,2.6092353661855063,,success,10.441822528839111
splatter_k04,ae,nb,8,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5216.0064453125,80,2.1013288497924805,56.29296875,1.0,1.0,0.489101380109787,0.489101380109787,0.489101380109787,2.6038257280985513,,success,10.73598599433899
splatter_k04,ae,nb,12,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5204.78603515625,80,2.1035728454589844,56.302734375,0.3389403957516219,0.49879120622508355,0.3520027697086334,0.3520027697086334,0.42837944626808167,2.6160428682963053,,success,10.684988260269165
splatter_k04,ae,nb,12,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5218.3611328125,80,2.1041107177734375,56.302734375,0.2735614296780384,0.4613009273277802,0.35603877902030945,0.35603877902030945,0.4016740918159485,2.6048210779825847,0.001898977061035551,success,10.676162004470825
splatter_k04,ae,nb,16,4,4800,480,test,2000,42,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,failed,480,480,,none,5191.5626953125,80,2.2100696563720703,56.3125,1.0,1.0,0.47502344846725464,0.47502344846725464,0.47502344846725464,2.6094022750854493,,success,10.814581155776978
splatter_k04,ae,nb,16,4,4800,480,test,2000,43,batch,cell_type,provided:cell_type,True,enabled_ground_truth,in_memory,in_memory,in_memory,,10d3fdb,,,,,False,480,480,full,480,480,,none,5209.959049479166,80,2.096536636352539,56.3125,0.37940061904281697,0.5387009099251012,0.35595378279685974,0.35595378279685974,0.42375749349594116,2.600843143463135,0.0019325382897007195,success,10.641024589538574
